PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
MyCole Pruitt,2552401,TE,TEN,,,,,,2,13,,,,,,3.04,,2,2,2,2,100,,,,37,4.00
Ross Travis,2554630,TE,FA,,,,,,3,15,,,,,,,,,,,,,,,,38,3.00
Derek Carrier,2534241,TE,LV,,,,,,2,10,,,,,,2.93,,2,2,2,2,100,,,,39,2.80
Maxx Williams,2552468,TE,ARI,,,,,,,,,,,,,2.83,,,,,,,,,,40,1.70
Chris Manhertz,2552622,TE,JAX,,,,,,1,10,,,,,,2.98,,1,1,1,1,100,,,,41,1.50
Jordan Akins,2560951,TE,HOU,,,,,,,,,,,,,2.99,,,,,,,,,,42,0.00
Mo Alie-Cox,2558832,TE,IND,,,,,,,,,,,,,4.04,,,,,,,,,,43,0.00
Mark Andrews,2560957,TE,BAL,,,,,,,,,,,,,6.23,,,,,,,,,,44,0.00
Dan Arnold,2559385,TE,JAX,,,,,,,,,,,,,2.98,,,,,,,,,,45,0.00
Devin Asiasi,2564586,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,46,0.00
Antony Auclair,2559044,TE,HOU,,,,,,,,,,,,,2.99,,,,,,,,,,47,0.00
John Bates,2566580,TE,WAS,,,,,,,,,,,,,2.42,,,,,,,,,,48,0.00
Marcus Baugh,2560971,TE,FA,,,,,,,,,,,,,,,,,,,,,,,49,0.00
Evan Baylis,2559299,TE,FA,,,,,,,,,,,,,,,,,,,,,,,50,0.00
Andrew Beck,2562626,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,51,0.00
Nate Becker,2563191,TE,FA,,,,,,,,,,,,,,,,,,,,,,,52,0.00
Ryan Becker,2564886,TE,FA,,,,,,,,,,,,,,,,,,,,,,,53,0.00
Kelvin Benjamin,2543471,TE,FA,,,,,,,,,,,,,,,,,,,,,,,54,0.00
Kendall Blanton,2562234,TE,LA,,,,,,,,,,,,,,,,,,,,,,,55,0.00
Jibri Blount,2565672,TE,FA,,,,,,,,,,,,,,,,,,,,,,,56,0.00
Nick Bowers,2564415,TE,LV,,,,,,,,,,,,,2.93,,,,,,,,,,57,0.00
Nick Boyle,2552402,TE,BAL,,,,,,,,,,,,,6.23,,,,,,,,,,58,0.00
Jacob Breeland,2565321,TE,FA,,,,,,,,,,,,,,,,,,,,,,,59,0.00
Pharaoh Brown,2559018,TE,HOU,,,,,,,,,,,,,2.99,,,,,,,,,,60,0.00
Harrison Bryant,2563767,TE,CLE,,,,,,,,,,,,,1.48,,,,,,,,,,61,0.00
Hunter Bryant,2563923,TE,DET,,,,,,,,,,,,,2.42,,,,,,,,,,62,0.00
Ian Bunting,2563073,TE,DAL,,,,,,,,,,,,,4.38,,,,,,,,,,63,0.00
Matt Bushman,2565639,TE,LV,,,,,,,,,,,,,2.93,,,,,,,,,,64,0.00
Jake Butt,2557859,TE,FA,,,,,,,,,,,,,,,,,,,,,,,65,0.00
Stephen Carlson,2563044,TE,CLE,,,,,,,,,,,,,1.48,,,,,,,,,,66,0.00
Cethan Carter,2558929,TE,MIA,,,,,,,,,,,,,5.34,,,,,,,,,,67,0.00
Darion Clark,2563434,TE,FA,,,,,,,,,,,,,,,,,,,,,,,68,0.00
Tyler Conklin,2561027,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,69,0.00
Jason Croom,2559159,TE,PHI,,,,,,,,,,,,,2.51,,,,,,,,,,70,0.00
Dominique Dafney,2565540,TE,GB,,,,,,,,,,,,,4.36,,,,,,,,,,71,0.00
Darrell Daniels,2558886,TE,ARI,,,,,,,,,,,,,2.83,,,,,,,,,,72,0.00
Zach Davidson,2566301,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,73,0.00
Tyler Davis,2564178,TE,GB,,,,,,,,,,,,,4.36,,,,,,,,,,74,0.00
Josiah Deguara,2563980,TE,GB,,,,,,,,,,,,,4.36,,,,,,,,,,75,0.00
Brandon Dillon,2562984,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,76,0.00
Will Dissly,2561046,TE,SEA,,,,,,,,,,,,,2.44,,,,,,,,,,77,0.00
Ross Dwelley,2561060,TE,SF,,,,,,,,,,,,,2.08,,,,,,,,,,78,0.00
Ben Ellefson,2564181,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,79,0.00
Evan Engram,2557858,TE,NYG,,,,,,,,,,,,,2.06,,,,,,,,,,80,0.00
Gerald Everett,2557889,TE,SEA,,,,,,,,,,,,,2.44,,,,,,,,,,81,0.00
Noah Fant,2562383,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,82,0.00
Luke Farrell,2566160,TE,JAX,,,,,,,,,,,,,2.98,,,,,,,,,,83,0.00
Anthony Firkser,2558942,TE,TEN,,,,,,,,,,,,,3.04,,,,,,,,,,84,0.00
Austin Fort,2563037,TE,TEN,,,,,,,,,,,,,3.04,,,,,,,,,,85,0.00
Jody Fortson,2563259,TE,KC,,,,,,,,,,,,,2.38,,,,,,,,,,86,0.00
Jordan Franks,2561330,TE,FA,,,,,,,,,,,,,,,,,,,,,,,87,0.00
Pat Freiermuth,2566442,TE,PIT,,,,,,,,,,,,,2.69,,,,,,,,,,88,0.00
Troy Fumagalli,2560734,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,89,0.00
Zach Gentry,2562654,TE,PIT,,,,,,,,,,,,,2.69,,,,,,,,,,90,0.00
Mike Gesicki,2560994,TE,MIA,,,,,,,,,,,,,5.34,,,,,,,,,,91,0.00
Reggie Gilliam,2565378,TE,BUF,,,,,,,,,,,,,2.53,,,,,,,,,,92,0.00
Dallas Goedert,2560995,TE,PHI,,,,,,,,,,,,,2.51,,,,,,,,,,93,0.00
Jaeden Graham,2561622,TE,ATL,,,,,,,,,,,,,,,,,,,,,,,94,0.00
Kylen Granson,2566145,TE,IND,,,,,,,,,,,,,4.04,,,,,,,,,,95,0.00
Noah Gray,2566178,TE,KC,,,,,,,,,,,,,2.38,,,,,,,,,,96,0.00
Farrod Green,2564121,TE,IND,,,,,,,,,,,,,4.04,,,,,,,,,,97,0.00
Garrett Griffin,2557033,TE,NO,,,,,,,,,,,,,3.83,,,,,,,,,,98,0.00
Nakie Griffin-Stewart,2564544,TE,FA,,,,,,,,,,,,,,,,,,,,,,,99,0.00
Nick Guggemos,2565804,TE,FA,,,,,,,,,,,,,,,,,,,,,,,100,0.00
Jacob Harris,2566220,TE,LA,,,,,,,,,,,,,,,,,,,,,,,101,0.00
Daniel Helm,2562284,TE,LV,,,,,,,,,,,,,2.93,,,,,,,,,,102,0.00
Temarrick Hemingway,2555486,TE,FA,,,,,,,,,,,,,,,,,,,,,,,103,0.00
Hunter Henry,2555341,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,104,0.00
Hale Hentges,2563066,TE,FA,,,,,,,,,,,,,,,,,,,,,,,105,0.00
Chris Herndon,2560738,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,106,0.00
Cole Hikutini,2558953,TE,FA,,,,,,,,,,,,,,,,,,,,,,,107,0.00
T.J. Hockenson,2562378,TE,DET,,,,,,,,,,,,,2.42,,,,,,,,,,108,0.00
Jacob Hollister,2558956,TE,JAX,,,,,,,,,,,,,2.98,,,,,,,,,,109,0.00
J.P. Holtz,2556852,TE,CHI,,,,,,,,,,,,,3.13,,,,,,,,,,110,0.00
Brycen Hopkins,2564349,TE,LA,,,,,,,,,,,,,,,,,,,,,,,111,0.00
Jesper Horsted,2563270,TE,CHI,,,,,,,,,,,,,3.13,,,,,,,,,,112,0.00
O.J. Howard,2557856,TE,TB,,,,,,,,,,,,,2.23,,,,,,,,,,113,0.00
Tanner Hudson,2561215,TE,SF,,,,,,,,,,,,,2.08,,,,,,,,,,114,0.00
Tommy Hudson,2565450,TE,TEN,,,,,,,,,,,,,3.04,,,,,,,,,,115,0.00
Hayden Hurst,2560747,TE,ATL,,,,,,,,,,,,,,,,,,,,,,,116,0.00
Ryan Izzo,2560751,TE,SEA,,,,,,,,,,,,,2.44,,,,,,,,,,117,0.00
Tyree Jackson,2562435,TE,PHI,,,,,,,,,,,,,2.51,,,,,,,,,,118,0.00
Blake Jarwin,2559193,TE,DAL,,,,,,,,,,,,,4.38,,,,,,,,,,119,0.00
Rysen John,2564742,TE,NYG,,,,,,,,,,,,,2.06,,,,,,,,,,120,0.00
Juwan Johnson,2564676,TE,NO,,,,,,,,,,,,,3.83,,,,,,,,,,121,0.00
Brevin Jordan,2566130,TE,HOU,,,,,,,,,,,,,2.99,,,,,,,,,,122,0.00
Hunter Kampmoyer,2566481,TE,LAC,,,,,,,,,,,,,,,,,,,,,,,123,0.00
Dalton Keene,2564616,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,124,0.00
Nick Keizer,2561115,TE,FA,,,,,,,,,,,,,,,,,,,,,,,125,0.00
George Kittle,2558266,TE,SF,,,,,,,,,,,,,2.08,,,,,,,,,,126,0.00
Cole Kmet,2563704,TE,CHI,,,,,,,,,,,,,3.13,,,,,,,,,,127,0.00
Dawson Knox,2562681,TE,BUF,,,,,,,,,,,,,2.53,,,,,,,,,,128,0.00
Matt LaCosse,2553667,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,129,0.00
Hunter Long,2566286,TE,MIA,,,,,,,,,,,,,5.34,,,,,,,,,,130,0.00
Tyler Mabry,2565168,TE,FA,,,,,,,,,,,,,,,,,,,,,,,131,0.00
Alize Mack,2562307,TE,FA,,,,,,,,,,,,,,,,,,,,,,,132,0.00
Kyle Markway,2564763,TE,FA,,,,,,,,,,,,,,,,,,,,,,,133,0.00
Tyree Mayfield,2563145,TE,FA,,,,,,,,,,,,,,,,,,,,,,,134,0.00
Codey McElroy,2561239,TE,TB,,,,,,,,,,,,,2.23,,,,,,,,,,135,0.00
Sean McKeon,2563854,TE,DAL,,,,,,,,,,,,,4.38,,,,,,,,,,136,0.00
Tre' McKitty,2566490,TE,LAC,,,,,,,,,,,,,,,,,,,,,,,137,0.00
Briley Moore-McKinney,2566956,TE,TEN,,,,,,,,,,,,,3.04,,,,,,,,,,138,0.00
Foster Moreau,2562317,TE,LV,,,,,,,,,,,,,2.93,,,,,,,,,,139,0.00
Quintin Morris,2566641,TE,BUF,,,,,,,,,,,,,2.53,,,,,,,,,,140,0.00
Thaddeus Moss,2565288,TE,CIN,,,,,,,,,,,,,2.46,,,,,,,,,,141,0.00
Johnny Mundt,2558875,TE,LA,,,,,,,,,,,,,,,,,,,,,,,142,0.00
Chris Myarick,2563210,TE,NYG,,,,,,,,,,,,,2.06,,,,,,,,,,143,0.00
Isaac Nauta,2562691,TE,FA,,,,,,,,,,,,,,,,,,,,,,,144,0.00
David Njoku,2557986,TE,CLE,,,,,,,,,,,,,1.48,,,,,,,,,,145,0.00
Albert Okwuegbunam,2563911,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,146,0.00
Josh Oliver,2562693,TE,BAL,,,,,,,,,,,,,6.23,,,,,,,,,,147,0.00
Donald Parham,2562394,TE,LAC,,,,,,,,,,,,,,,,,,,,,,,148,0.00
Colby Parkinson,2565180,TE,SEA,,,,,,,,,,,,,2.44,,,,,,,,,,149,0.00
Jared Pinkney,2563518,TE,LA,,,,,,,,,,,,,,,,,,,,,,,150,0.00
Kyle Pitts,2565830,TE,ATL,,,,,,,,,,,,,,,,,,,,,,,151,0.00
Tony Poljan,2566620,TE,BAL,,,,,,,,,,,,,6.23,,,,,,,,,,152,0.00
Jake Powell,2563134,TE,FA,,,,,,,,,,,,,,,,,,,,,,,153,0.00
Paul Quessenberry,2565531,TE,HOU,,,,,,,,,,,,,2.99,,,,,,,,,,154,0.00
Kevin Rader,2561264,TE,PIT,,,,,,,,,,,,,2.69,,,,,,,,,,155,0.00
Dax Raymond,2562710,TE,FA,,,,,,,,,,,,,,,,,,,,,,,156,0.00
Sammis Reyes,2565807,TE,WAS,,,,,,,,,,,,,2.42,,,,,,,,,,157,0.00
Giovanni Ricci,2563668,TE,CAR,,,,,,,,,,,,,1.75,,,,,,,,,,158,0.00
Ellis Richardson,2563081,TE,FA,,,,,,,,,,,,,,,,,,,,,,,159,0.00
Kyle Rudolph,2495438,TE,NYG,,,,,,,,,,,,,2.06,,,,,,,,,,160,0.00
Drew Sample,2562720,TE,CIN,,,,,,,,,,,,,2.46,,,,,,,,,,161,0.00
Eric Saubert,2558023,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,162,0.00
Mason Schreck,2558864,TE,CIN,,,,,,,,,,,,,2.46,,,,,,,,,,163,0.00
Dalton Schultz,2560866,TE,DAL,,,,,,,,,,,,,4.38,,,,,,,,,,164,0.00
Ricky Seals-Jones,2559248,TE,WAS,,,,,,,,,,,,,2.42,,,,,,,,,,165,0.00
Adam Shaheen,2558144,TE,MIA,,,,,,,,,,,,,5.34,,,,,,,,,,166,0.00
Irv Smith,2562738,TE,MIN,,,,,,,,,,,,,1.83,,,,,,,,,,167,0.00
Jonnu Smith,2558207,TE,NE,,,,,,,,,,,,,4.80,,,,,,,,,,168,0.00
Kaden Smith,2562740,TE,NYG,,,,,,,,,,,,,2.06,,,,,,,,,,169,0.00
Durham Smythe,2560880,TE,MIA,,,,,,,,,,,,,5.34,,,,,,,,,,170,0.00
Dylan Soehner,2565711,TE,NO,,,,,,,,,,,,,3.83,,,,,,,,,,171,0.00
Matt Sokol,2562980,TE,JAX,,,,,,,,,,,,,2.98,,,,,,,,,,172,0.00
Jeremy Sprinkle,2557886,TE,DAL,,,,,,,,,,,,,4.38,,,,,,,,,,173,0.00
Jace Sternberger,2562744,TE,FA,,,,,,,,,,,,,,,,,,,,,,,174,0.00
Jack Stoll,2567061,TE,PHI,,,,,,,,,,,,,2.51,,,,,,,,,,175,0.00
Stephen Sullivan,2565192,TE,CAR,,,,,,,,,,,,,1.75,,,,,,,,,,176,0.00
Tommy Sweeney,2562750,TE,BUF,,,,,,,,,,,,,2.53,,,,,,,,,,177,0.00
Tyrone Swoopes,2559263,TE,FA,,,,,,,,,,,,,,,,,,,,,,,178,0.00
Tim Tebow,497135,TE,FA,,,,,,,,,,,,,,,,,,,,,,,179,0.00
Hunter Thedford,2565585,TE,FA,,,,,,,,,,,,,,,,,,,,,,,180,0.00
Ian Thomas,2560894,TE,CAR,,,,,,,,,,,,,1.75,,,,,,,,,,181,0.00
Jordan Thomas,2560896,TE,FA,,,,,,,,,,,,,,,,,,,,,,,182,0.00
Logan Thomas,2543767,TE,WAS,,,,,,,,,,,,,2.42,,,,,,,,,,183,0.00
Colin Thompson,2559268,TE,CAR,,,,,,,,,,,,,1.75,,,,,,,,,,184,0.00
Noah Togiai,2564865,TE,PHI,,,,,,,,,,,,,2.51,,,,,,,,,,185,0.00
Eric Tomlinson,2553744,TE,BAL,,,,,,,,,,,,,6.23,,,,,,,,,,186,0.00
Robert Tonyan,2559270,TE,GB,,,,,,,,,,,,,4.36,,,,,,,,,,187,0.00
Adam Trautman,2564703,TE,NO,,,,,,,,,,,,,3.83,,,,,,,,,,188,0.00
Tommy Tremble,2565914,TE,CAR,,,,,,,,,,,,,1.75,,,,,,,,,,189,0.00
Carl Tucker,2566665,TE,FA,,,,,,,,,,,,,,,,,,,,,,,190,0.00
C.J. Uzomah,2552559,TE,CIN,,,,,,,,,,,,,2.46,,,,,,,,,,191,0.00
Andrew Vollert,2561284,TE,FA,,,,,,,,,,,,,,,,,,,,,,,192,0.00
Delanie Walker,2495966,TE,FA,,,,,,,,,,,,,,,,,,,,,,,193,0.00
Kahale Warring,2562771,TE,BUF,,,,,,,,,,,,,2.53,,,,,,,,,,194,0.00
Trevon Wesco,2562777,TE,NYJ,,,,,,,,,,,,,,,,,,,,,,,195,0.00
Nate Wieting,2563815,TE,FA,,,,,,,,,,,,,,,,,,,,,,,196,0.00
Mitchell Wilcox,2563749,TE,CIN,,,,,,,,,,,,,2.46,,,,,,,,,,197,0.00
Carson Williams,2565669,TE,FA,,,,,,,,,,,,,,,,,,,,,,,198,0.00
Caleb Wilson,2562603,TE,FA,,,,,,,,,,,,,,,,,,,,,,,199,0.00
Charlie Woerner,2565129,TE,SF,,,,,,,,,,,,,2.08,,,,,,,,,,200,0.00
Eli Wolf,2565354,TE,IND,,,,,,,,,,,,,4.04,,,,,,,,,,201,0.00
Ethan Wolf,2561422,TE,NO,,,,,,,,,,,,,3.83,,,,,,,,,,202,0.00
Kenny Yeboah,2565768,TE,NYJ,,,,,,,,,,,,,,,,,,,,,,,203,0.00
Deon Yelder,2561293,TE,FA,,,,,,,,,,,,,,,,,,,,,,,204,0.00
