PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Dan Arnold,2559385,TE,JAX,,,,,,,,,,,,,4.24,,,,,,,,,,39,0.00
Devin Asiasi,2564586,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,40,0.00
Antony Auclair,2559044,TE,HOU,,,,,,,,,,,,,2.83,,,,,,,,,,41,0.00
John Bates,2566580,TE,WAS,,,,,,,,,,,,,4.16,,,,,,,,,,42,0.00
Marcus Baugh,2560971,TE,FA,,,,,,,,,,,,,,,,,,,,,,,43,0.00
Evan Baylis,2559299,TE,FA,,,,,,,,,,,,,,,,,,,,,,,44,0.00
Andrew Beck,2562626,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,45,0.00
Nate Becker,2563191,TE,FA,,,,,,,,,,,,,,,,,,,,,,,46,0.00
Ryan Becker,2564886,TE,FA,,,,,,,,,,,,,,,,,,,,,,,47,0.00
Kelvin Benjamin,2543471,TE,FA,,,,,,,,,,,,,,,,,,,,,,,48,0.00
Kendall Blanton,2562234,TE,LA,,,,,,,,,,,,,,,,,,,,,,,49,0.00
Jibri Blount,2565672,TE,FA,,,,,,,,,,,,,,,,,,,,,,,50,0.00
Nick Bowers,2564415,TE,LV,,,,,,,,,,,,,4.44,,,,,,,,,,51,0.00
Nick Boyle,2552402,TE,BAL,,,,,,,,,,,,,2.06,,,,,,,,,,52,0.00
Jacob Breeland,2565321,TE,FA,,,,,,,,,,,,,,,,,,,,,,,53,0.00
Pharaoh Brown,2559018,TE,HOU,,,,,,,,,,,,,2.83,,,,,,,,,,54,0.00
Harrison Bryant,2563767,TE,CLE,,,,,,,,,,,,,,,,,,,,,,,55,0.00
Hunter Bryant,2563923,TE,DET,,,,,,,,,,,,,0.79,,,,,,,,,,56,0.00
Ian Bunting,2563073,TE,DAL,,,,,,,,,,,,,3.00,,,,,,,,,,57,0.00
Matt Bushman,2565639,TE,LV,,,,,,,,,,,,,4.44,,,,,,,,,,58,0.00
Jake Butt,2557859,TE,FA,,,,,,,,,,,,,,,,,,,,,,,59,0.00
Stephen Carlson,2563044,TE,CLE,,,,,,,,,,,,,,,,,,,,,,,60,0.00
Cethan Carter,2558929,TE,MIA,,,,,,,,,,,,,5.65,,,,,,,,,,61,0.00
Darion Clark,2563434,TE,FA,,,,,,,,,,,,,,,,,,,,,,,62,0.00
Tyler Conklin,2561027,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,63,0.00
Jason Croom,2559159,TE,PHI,,,,,,,,,,,,,2.23,,,,,,,,,,64,0.00
Dominique Dafney,2565540,TE,GB,,,,,,,,,,,,,3.33,,,,,,,,,,65,0.00
Darrell Daniels,2558886,TE,ARI,,,,,,,,,,,,,3.14,,,,,,,,,,66,0.00
Zach Davidson,2566301,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,67,0.00
Tyler Davis,2564178,TE,GB,,,,,,,,,,,,,3.33,,,,,,,,,,68,0.00
Josiah Deguara,2563980,TE,GB,,,,,,,,,,,,,3.33,,,,,,,,,,69,0.00
Seth DeValve,2556365,TE,FA,,,,,,,,,,,,,,,,,,,,,,,70,0.00
Brandon Dillon,2562984,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,71,0.00
Will Dissly,2561046,TE,SEA,,,,,,,,,,,,,2.56,,,,,,,,,,72,0.00
Ross Dwelley,2561060,TE,SF,,,,,,,,,,,,,4.21,,,,,,,,,,73,0.00
Ben Ellefson,2564181,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,74,0.00
Evan Engram,2557858,TE,NYG,,,,,,,,,,,,,,,,,,,,,,,75,0.00
Gerald Everett,2557889,TE,SEA,,,,,,,,,,,,,2.56,,,,,,,,,,76,0.00
Noah Fant,2562383,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,77,0.00
Luke Farrell,2566160,TE,JAX,,,,,,,,,,,,,4.24,,,,,,,,,,78,0.00
Anthony Firkser,2558942,TE,TEN,,,,,,,,,,,,,0.68,,,,,,,,,,79,0.00
Austin Fort,2563037,TE,TEN,,,,,,,,,,,,,0.68,,,,,,,,,,80,0.00
Jody Fortson,2563259,TE,KC,,,,,,,,,,,,,1.13,,,,,,,,,,81,0.00
Jordan Franks,2561330,TE,FA,,,,,,,,,,,,,,,,,,,,,,,82,0.00
Pat Freiermuth,2566442,TE,PIT,,,,,,,,,,,,,,,,,,,,,,,83,0.00
Troy Fumagalli,2560734,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,84,0.00
Zach Gentry,2562654,TE,PIT,,,,,,,,,,,,,,,,,,,,,,,85,0.00
Mike Gesicki,2560994,TE,MIA,,,,,,,,,,,,,5.65,,,,,,,,,,86,0.00
Reggie Gilliam,2565378,TE,BUF,,,,,,,,,,,,,2.93,,,,,,,,,,87,0.00
Dallas Goedert,2560995,TE,PHI,,,,,,,,,,,,,2.23,,,,,,,,,,88,0.00
Jaeden Graham,2561622,TE,ATL,,,,,,,,,,,,,3.79,,,,,,,,,,89,0.00
Kylen Granson,2566145,TE,IND,,,,,,,,,,,,,3.19,,,,,,,,,,90,0.00
Noah Gray,2566178,TE,KC,,,,,,,,,,,,,1.13,,,,,,,,,,91,0.00
Farrod Green,2564121,TE,IND,,,,,,,,,,,,,3.19,,,,,,,,,,92,0.00
Garrett Griffin,2557033,TE,NO,,,,,,,,,,,,,,,,,,,,,,,93,0.00
Nakie Griffin-Stewart,2564544,TE,FA,,,,,,,,,,,,,,,,,,,,,,,94,0.00
Nick Guggemos,2565804,TE,FA,,,,,,,,,,,,,,,,,,,,,,,95,0.00
Jacob Harris,2566220,TE,LA,,,,,,,,,,,,,,,,,,,,,,,96,0.00
Daniel Helm,2562284,TE,LV,,,,,,,,,,,,,4.44,,,,,,,,,,97,0.00
Temarrick Hemingway,2555486,TE,FA,,,,,,,,,,,,,,,,,,,,,,,98,0.00
Hunter Henry,2555341,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,99,0.00
Hale Hentges,2563066,TE,FA,,,,,,,,,,,,,,,,,,,,,,,100,0.00
Chris Herndon,2560738,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,101,0.00
Tyler Higbee,2555364,TE,LA,,,,,,,,,,,,,,,,,,,,,,,102,0.00
Cole Hikutini,2558953,TE,FA,,,,,,,,,,,,,,,,,,,,,,,103,0.00
T.J. Hockenson,2562378,TE,DET,,,,,,,,,,,,,0.79,,,,,,,,,,104,0.00
Jacob Hollister,2558956,TE,JAX,,,,,,,,,,,,,4.24,,,,,,,,,,105,0.00
J.P. Holtz,2556852,TE,CHI,,,,,,,,,,,,,2.96,,,,,,,,,,106,0.00
Austin Hooper,2555415,TE,CLE,,,,,,,,,,,,,,,,,,,,,,,107,0.00
Brycen Hopkins,2564349,TE,LA,,,,,,,,,,,,,,,,,,,,,,,108,0.00
Jesper Horsted,2563270,TE,CHI,,,,,,,,,,,,,2.96,,,,,,,,,,109,0.00
O.J. Howard,2557856,TE,TB,,,,,,,,,,,,,1.74,,,,,,,,,,110,0.00
Tanner Hudson,2561215,TE,SF,,,,,,,,,,,,,4.21,,,,,,,,,,111,0.00
Tommy Hudson,2565450,TE,TEN,,,,,,,,,,,,,0.68,,,,,,,,,,112,0.00
Hayden Hurst,2560747,TE,ATL,,,,,,,,,,,,,3.79,,,,,,,,,,113,0.00
Ryan Izzo,2560751,TE,SEA,,,,,,,,,,,,,2.56,,,,,,,,,,114,0.00
Tyree Jackson,2562435,TE,PHI,,,,,,,,,,,,,2.23,,,,,,,,,,115,0.00
Blake Jarwin,2559193,TE,DAL,,,,,,,,,,,,,3.00,,,,,,,,,,116,0.00
Rysen John,2564742,TE,NYG,,,,,,,,,,,,,,,,,,,,,,,117,0.00
Juwan Johnson,2564676,TE,NO,,,,,,,,,,,,,,,,,,,,,,,118,0.00
Brevin Jordan,2566130,TE,HOU,,,,,,,,,,,,,2.83,,,,,,,,,,119,0.00
Hunter Kampmoyer,2566481,TE,LAC,,,,,,,,,,,,,3.05,,,,,,,,,,120,0.00
Dalton Keene,2564616,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,121,0.00
Nick Keizer,2561115,TE,FA,,,,,,,,,,,,,,,,,,,,,,,122,0.00
George Kittle,2558266,TE,SF,,,,,,,,,,,,,4.21,,,,,,,,,,123,0.00
Cole Kmet,2563704,TE,CHI,,,,,,,,,,,,,2.96,,,,,,,,,,124,0.00
Dawson Knox,2562681,TE,BUF,,,,,,,,,,,,,2.93,,,,,,,,,,125,0.00
Matt LaCosse,2553667,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,126,0.00
Hunter Long,2566286,TE,MIA,,,,,,,,,,,,,5.65,,,,,,,,,,127,0.00
Tyler Mabry,2565168,TE,FA,,,,,,,,,,,,,,,,,,,,,,,128,0.00
Alize Mack,2562307,TE,FA,,,,,,,,,,,,,,,,,,,,,,,129,0.00
Chris Manhertz,2552622,TE,JAX,,,,,,,,,,,,,4.24,,,,,,,,,,130,0.00
Kyle Markway,2564763,TE,FA,,,,,,,,,,,,,,,,,,,,,,,131,0.00
Tyree Mayfield,2563145,TE,FA,,,,,,,,,,,,,,,,,,,,,,,132,0.00
Codey McElroy,2561239,TE,TB,,,,,,,,,,,,,1.74,,,,,,,,,,133,0.00
Sean McKeon,2563854,TE,DAL,,,,,,,,,,,,,3.00,,,,,,,,,,134,0.00
Tre' McKitty,2566490,TE,LAC,,,,,,,,,,,,,3.05,,,,,,,,,,135,0.00
Briley Moore-McKinney,2566956,TE,TEN,,,,,,,,,,,,,0.68,,,,,,,,,,136,0.00
Foster Moreau,2562317,TE,LV,,,,,,,,,,,,,4.44,,,,,,,,,,137,0.00
Quintin Morris,2566641,TE,BUF,,,,,,,,,,,,,2.93,,,,,,,,,,138,0.00
Thaddeus Moss,2565288,TE,CIN,,,,,,,,,,,,,2.93,,,,,,,,,,139,0.00
Johnny Mundt,2558875,TE,LA,,,,,,,,,,,,,,,,,,,,,,,140,0.00
Chris Myarick,2563210,TE,NYG,,,,,,,,,,,,,,,,,,,,,,,141,0.00
Isaac Nauta,2562691,TE,FA,,,,,,,,,,,,,,,,,,,,,,,142,0.00
David Njoku,2557986,TE,CLE,,,,,,,,,,,,,,,,,,,,,,,143,0.00
Albert Okwuegbunam,2563911,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,144,0.00
Josh Oliver,2562693,TE,BAL,,,,,,,,,,,,,2.06,,,,,,,,,,145,0.00
Donald Parham,2562394,TE,LAC,,,,,,,,,,,,,3.05,,,,,,,,,,146,0.00
Colby Parkinson,2565180,TE,SEA,,,,,,,,,,,,,2.56,,,,,,,,,,147,0.00
Jared Pinkney,2563518,TE,LA,,,,,,,,,,,,,,,,,,,,,,,148,0.00
Kyle Pitts,2565830,TE,ATL,,,,,,,,,,,,,3.79,,,,,,,,,,149,0.00
Tony Poljan,2566620,TE,BAL,,,,,,,,,,,,,2.06,,,,,,,,,,150,0.00
Jake Powell,2563134,TE,FA,,,,,,,,,,,,,,,,,,,,,,,151,0.00
Paul Quessenberry,2565531,TE,HOU,,,,,,,,,,,,,2.83,,,,,,,,,,152,0.00
Kevin Rader,2561264,TE,PIT,,,,,,,,,,,,,,,,,,,,,,,153,0.00
Dax Raymond,2562710,TE,FA,,,,,,,,,,,,,,,,,,,,,,,154,0.00
Sammis Reyes,2565807,TE,WAS,,,,,,,,,,,,,4.16,,,,,,,,,,155,0.00
Giovanni Ricci,2563668,TE,CAR,,,,,,,,,,,,,3.37,,,,,,,,,,156,0.00
Ellis Richardson,2563081,TE,FA,,,,,,,,,,,,,,,,,,,,,,,157,0.00
Kyle Rudolph,2495438,TE,NYG,,,,,,,,,,,,,,,,,,,,,,,158,0.00
Drew Sample,2562720,TE,CIN,,,,,,,,,,,,,2.93,,,,,,,,,,159,0.00
Eric Saubert,2558023,TE,DEN,,,,,,,,,,,,,,,,,,,,,,,160,0.00
Mason Schreck,2558864,TE,CIN,,,,,,,,,,,,,2.93,,,,,,,,,,161,0.00
Dalton Schultz,2560866,TE,DAL,,,,,,,,,,,,,3.00,,,,,,,,,,162,0.00
Ricky Seals-Jones,2559248,TE,WAS,,,,,,,,,,,,,4.16,,,,,,,,,,163,0.00
Adam Shaheen,2558144,TE,MIA,,,,,,,,,,,,,5.65,,,,,,,,,,164,0.00
Irv Smith,2562738,TE,MIN,,,,,,,,,,,,,2.78,,,,,,,,,,165,0.00
Jonnu Smith,2558207,TE,NE,,,,,,,,,,,,,2.22,,,,,,,,,,166,0.00
Kaden Smith,2562740,TE,NYG,,,,,,,,,,,,,,,,,,,,,,,167,0.00
Durham Smythe,2560880,TE,MIA,,,,,,,,,,,,,5.65,,,,,,,,,,168,0.00
Dylan Soehner,2565711,TE,NO,,,,,,,,,,,,,,,,,,,,,,,169,0.00
Matt Sokol,2562980,TE,JAX,,,,,,,,,,,,,4.24,,,,,,,,,,170,0.00
Jeremy Sprinkle,2557886,TE,DAL,,,,,,,,,,,,,3.00,,,,,,,,,,171,0.00
Jace Sternberger,2562744,TE,FA,,,,,,,,,,,,,,,,,,,,,,,172,0.00
Jack Stoll,2567061,TE,PHI,,,,,,,,,,,,,2.23,,,,,,,,,,173,0.00
Stephen Sullivan,2565192,TE,CAR,,,,,,,,,,,,,3.37,,,,,,,,,,174,0.00
Tommy Sweeney,2562750,TE,BUF,,,,,,,,,,,,,2.93,,,,,,,,,,175,0.00
Tyrone Swoopes,2559263,TE,FA,,,,,,,,,,,,,,,,,,,,,,,176,0.00
Tim Tebow,497135,TE,FA,,,,,,,,,,,,,,,,,,,,,,,177,0.00
Hunter Thedford,2565585,TE,FA,,,,,,,,,,,,,,,,,,,,,,,178,0.00
Ian Thomas,2560894,TE,CAR,,,,,,,,,,,,,3.37,,,,,,,,,,179,0.00
Jordan Thomas,2560896,TE,FA,,,,,,,,,,,,,,,,,,,,,,,180,0.00
Logan Thomas,2543767,TE,WAS,,,,,,,,,,,,,4.16,,,,,,,,,,181,0.00
Colin Thompson,2559268,TE,CAR,,,,,,,,,,,,,3.37,,,,,,,,,,182,0.00
Noah Togiai,2564865,TE,PHI,,,,,,,,,,,,,2.23,,,,,,,,,,183,0.00
Eric Tomlinson,2553744,TE,BAL,,,,,,,,,,,,,2.06,,,,,,,,,,184,0.00
Robert Tonyan,2559270,TE,GB,,,,,,,,,,,,,3.33,,,,,,,,,,185,0.00
Adam Trautman,2564703,TE,NO,,,,,,,,,,,,,,,,,,,,,,,186,0.00
Ross Travis,2554630,TE,FA,,,,,,,,,,,,,,,,,,,,,,,187,0.00
Tommy Tremble,2565914,TE,CAR,,,,,,,,,,,,,3.37,,,,,,,,,,188,0.00
Carl Tucker,2566665,TE,FA,,,,,,,,,,,,,,,,,,,,,,,189,0.00
C.J. Uzomah,2552559,TE,CIN,,,,,,,,,,,,,2.93,,,,,,,,,,190,0.00
Nick Vannett,2555289,TE,NO,,,,,,,,,,,,,,,,,,,,,,,191,0.00
Andrew Vollert,2561284,TE,FA,,,,,,,,,,,,,,,,,,,,,,,192,0.00
Delanie Walker,2495966,TE,FA,,,,,,,,,,,,,,,,,,,,,,,193,0.00
Kahale Warring,2562771,TE,BUF,,,,,,,,,,,,,2.93,,,,,,,,,,194,0.00
Trevon Wesco,2562777,TE,NYJ,,,,,,,,,,,,,4.09,,,,,,,,,,195,0.00
Nate Wieting,2563815,TE,FA,,,,,,,,,,,,,,,,,,,,,,,196,0.00
Mitchell Wilcox,2563749,TE,CIN,,,,,,,,,,,,,2.93,,,,,,,,,,197,0.00
Carson Williams,2565669,TE,FA,,,,,,,,,,,,,,,,,,,,,,,198,0.00
Caleb Wilson,2562603,TE,FA,,,,,,,,,,,,,,,,,,,,,,,199,0.00
Charlie Woerner,2565129,TE,SF,,,,,,,,,,,,,4.21,,,,,,,,,,200,0.00
Eli Wolf,2565354,TE,IND,,,,,,,,,,,,,3.19,,,,,,,,,,201,0.00
Ethan Wolf,2561422,TE,NO,,,,,,,,,,,,,,,,,,,,,,,202,0.00
Kenny Yeboah,2565768,TE,NYJ,,,,,,,,,,,,,4.09,,,,,,,,,,203,0.00
Deon Yelder,2561293,TE,FA,,,,,,,,,,,,,,,,,,,,,,,204,0.00
